Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,geocode_status,latitude,longitude,geocode_provider,dublin_district
16/06/2017,"THE MILL, NOHOVAL, BELGOOLY",Cork,,"€690,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
11/07/2017,"5 Barnwell Grove, Barnwell, Hansfield",Dublin,,"€276,993.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ok_nominatim,53.3905276,-6.4430448,nominatim,15
08/02/2017,"20 SEABURY LAWNS, MORNINGTON, MEATH",Meath,,"€108,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
13/06/2017,"APT 78 THOMOND VILLAGE, BALLYGRENNAN, LIMERICK",Limerick,,"€25,246.15",No,No,Second-Hand Dwelling house /Apartment,,,,,,
11/08/2017,"1 CRYSTAL FOUNTAIN, CAMP, BALLYSEEDY",Kerry,,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
20/01/2017,"THE GATE LODGE, BALLINDOOLIN HOUSE, BALLINDOOLIN",Kildare,,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
24/11/2017,"42DANESFORT, CORBALLY, LIMERICK",Limerick,,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
16/08/2017,"85 STATION COURT, GOREY, CO. WEXFORD",Wexford,,"€86,881.98",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,,,,
22/12/2017,"65 SHANAGARRY, MILLTOWN RD, MILLTOWN DUBLIN 6",Dublin,,"€398,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.453364,-6.2376,mapbox,-1
27/10/2017,"6 MEADOWLANDS AVE, OLD CORK RD, LIMERICK",Limerick,,"€121,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
07/07/2017,"14 LITTLE COURT, BALLINROSTIG, WHITEGATE",Cork,,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
21/12/2017,"COOLNAGOUR, DUNGARVAN, CO WATERFORD",Waterford,,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
08/03/2017,"12 BROOKVALE RD, DUBLIN 4, DUBLIN",Dublin,,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3182544,-6.2339272,nominatim,4
24/04/2017,"APARTMENT 3 CLARKIES, LINEHALL STREET, CASTLEBAR",Mayo,,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
22/12/2017,"86A BENBURB ST, DUBLIN 7, DUBLIN",Dublin,,"€375,300.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3479012,-6.2875654,nominatim,7
17/11/2017,"31 Barrowville, Kilkenny Road, CARLOW",Carlow,,"€370,044.05",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,,,,,
30/11/2017,"18 Rathmill Green, Rathcoole",Dublin,,"€321,585.90",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ok_nominatim,53.2766427,-6.4845966,nominatim,24
08/09/2017,"4 MT ST NICHOLAS, PILL RD, CARRICK ON SUIRE",Tipperary,,"€220,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,,,,,
02/03/2017,"THE DIAMOND, CASTLEFINN, CO DONEGAL",Donegal,,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
10/04/2017,"30 Hazelwood Park, Hazelwood, Hazelhatch Road",Kildare,,"€330,352.42",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,,,,
18/08/2017,"107 NEWTOWN HOUSE, HENRY ST, LIMERICK",Limerick,,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
23/11/2017,"54 Oak Avenue, Evanwood, Golflinks Road",Limerick,,"€243,127.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,,,,,
15/12/2017,"128 THE LINKS, ELM PARK, MERRION RD DUBLIN 4",Dublin,,"€354,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.487785,-6.14357,mapbox,-1
23/08/2017,"5 TEMPLEMILLS COTTAGE, ARDCLOUGH RD, CELBRIDGE",Kildare,,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
08/12/2017,"1 SEACLIFF, WICKLOW",Wicklow,,"€567,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
22/11/2017,"24 Abotts Grove Park, Knocklyon",Dublin,,"€383,260.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ok_mapbox_relaxed,53.398833,-6.184343,mapbox,13
24/08/2017,"3 ABBEYDALE RISE, THE OAKS, LUCAN",Dublin,,"€296,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.344345,-6.421666,mapbox,-1
12/05/2017,"149 PEMBROKE SQ, GRAND CANAL STREET, PEMBROKE RD DUBLIN 2",Dublin,,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.339235,-6.221597,mapbox,4
13/03/2017,"58 Diswellstown Manor, Castleknock, Dublin",Dublin,,"€440,600.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ok_nominatim,53.3684639,-6.3883749,nominatim,15
21/12/2017,"ROOGHAUN, ARDRAHAN, COUNTY GALWAY",Galway,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
08/12/2017,"5 UPPER CROSS RD, RIALTO, DUBLIN 8",Dublin,,"€555,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3359723,-6.3006743,nominatim,8
30/08/2017,"SEANAGURRAN, AN SPIDEAL, CO GALWAY",Galway,,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
31/01/2017,"THE BURROWS, TUBBER, MOATE",Westmeath,,"€202,500.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
19/12/2017,"75 GREEN RD, CARLOW",Carlow,,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
03/02/2017,"FREEMOUNT, CHARLEVILLE, CORK",Cork,,"€66,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
31/01/2017,"5 Terenure Square, Terenure, Dublin 6W",Dublin,,"€625,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,ok_mapbox_strict,53.310714,-6.285889,mapbox,6W
11/01/2017,"BALLYNEETY, SHANAGOLDEN, CO LIMERICK",Limerick,,"€83,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
14/09/2017,"26 RICHMOND HALL, MOUNT ST ANNES, MILLTOWN DUBLIN 6",Dublin,,"€669,604.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ok_mapbox_strict,53.326961,-6.261579,mapbox,6
15/03/2017,"31 LAKE DR, KILMINCHY, PORTLAOISE",Laois,,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
15/09/2017,"72 ASHGROVE, MOUNTMELLICK, LAOIS",Laois,,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
29/09/2017,"CLOUNTIES, LEAP, COUNTY CORK",Cork,,"€112,000.00",No,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,,,,,
20/04/2017,"8 THE PARK, BLESSINGTON ABBEY, BLESSINGTON",Wicklow,,"€269,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
21/07/2017,"1  2  3  & 4 PAIRC CAISLEAN, BALLYFORAN, CO ROSCOMMON",Roscommon,,"€292,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
11/09/2017,"3 The Well, Scholarstown Wood, Scholarstown Road",Dublin,,"€506,607.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ok_mapbox_strict,53.278968,-6.26827,mapbox,16
14/09/2017,"5 NEWPARK VILLAGE, KILTOOM, ATHLONE",Roscommon,,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
14/06/2017,"KILCON, KILTIMAGH, MAYO",Mayo,,"€64,500.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
22/08/2017,"SLOEBERRY COTTAGE, COOLCRAHEEN, ROSSCARBERY",Cork,,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
19/07/2017,"93 MERIDIAN COURT, MAGELLEN CRESENT, ROYAL CANAL PARK",Dublin,,"€247,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.377127,-6.312204,mapbox,15
13/07/2017,"8 CUSSAN, LISBRACK RD, LONGFORD",Longford,,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
25/10/2017,"FRENCH PARK HOUSE, ISLAND, BALLYHAUNIS",Mayo,,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
27/10/2017,"33 ELM PARK, ENNIS RD, LIMERICK",Limerick,,"€177,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
17/11/2017,"31 CORRAN ARD, ATHY, KILDARE",Kildare,,"€121,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
18/12/2017,"36 Castlegrange Dale, Castaheany",Dublin,,"€281,938.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ok_mapbox_strict,53.399032,-6.427849,mapbox,15
15/11/2017,"APT 12, BLACKWOOD MEWS, ROCKWOOD PARADE",Sligo,,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
14/02/2017,"7 MINCHES TERRACE, WOODSTOCK ST, ATHY",Kildare,,"€79,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
22/06/2017,"APT 5, DOMINICK ST, GALWAY",Galway,,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
14/06/2017,"43 Glebe Manor Estate, Whitegate, Midleton",Cork,,"€70,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,,,,
14/02/2017,"2 ST. CANERAS PLACE, BANTRY, CORK",Cork,,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
19/01/2017,"BALLINDANGAN, MITCHELSTOWN, COUNTY CORK",Cork,,"€17,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
24/10/2017,"43 SHANNON GAEL, CARRICK ON SHANNON, ROSCOMMON",Roscommon,,"€158,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
13/02/2017,"24 Hazelbrook, KINSEALY LANE, Malahide",Dublin,,"€528,634.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,ok_mapbox_strict,53.312873,-6.294527,mapbox,6W
03/11/2017,"11 EGLINTON RD, DONNYBROOK, DUBLIN 4",Dublin,,"€3,520,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3193689,-6.2338143,nominatim,4
02/11/2017,"10 THE GREEN, BRACKEN COURT, DONNYBROOK  DOUGLAS",Cork,,"€329,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
25/08/2017,"16 HAMILTON HILL, BARNAGEERAGH COVE, SKERRIES",Dublin,,"€295,154.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,ok_mapbox_strict,53.583889,-6.141088,mapbox,-1
18/10/2017,"2 THE HAZELS, ELMFIELD, LEOPARDSTOWN",Dublin,,"€312,946.40",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ok_mapbox_strict,52.857967,-8.969442,mapbox,-1
19/07/2017,"Apt 28 New Bancroft Square, Main Street, Tallaght",Dublin,,"€256,540.15",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ok_mapbox_relaxed,53.384478,-6.065276,mapbox,13
13/04/2017,"37 LISHEEN FIELDS, OVENS, CO CORK",Cork,,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
28/09/2017,"38 TIVOLI TCE EAST, DUN LAOGHAIRE, DUBLIN",Dublin,,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.2911449,-6.1399841,nominatim,-1
30/06/2017,"19 ORCHARD MANOR, GLANMIRE, CORK",Cork,,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
25/10/2017,"9 STONYFORD, BALLIVOR, MEATH",Meath,,"€138,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
28/03/2017,"15 BANK GARDENS, ROSCOMMON, ROSCOMMON",Roscommon,,"€84,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
05/09/2017,"24 ST BENILDUS AVENUE, BALLYSHANNON, CO DONEGAL",Donegal,,"€10,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
31/07/2017,"21 AFTON DRIVE, AVENUE RD, DUNDALK",Louth,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
10/03/2017,"17 CONVENT HILL, BANDON, COUNTY CORK",Cork,,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
21/08/2017,"6 MOYLARAGH GROVE, BALBRIGGAN, DUBLIN",Dublin,,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.6107132,-6.2008808,nominatim,-1
26/09/2017,"12 HAZELGROVE, RUAN, ENNIS",Clare,,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
20/12/2017,"18 EISCIR ISLAND, TULLAMORE, CO OFFALY",Offaly,,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
24/07/2017,"41 CEANANN VIEW, CARNAMUGGAGH, LETTERKENNY",Donegal,,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
05/07/2017,"60 Elden, Maryborough hill, Cork",Cork,,"€259,911.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,,,,
03/11/2017,"ITHOS RUSSELS PLA, DRO MAHANE, MALLOW",Cork,,"€123,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
10/01/2017,"2 PEAMOUNT ROAD, NEWCASTLE, CO DUBLIN",Dublin,,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3103179,-6.4925929,nominatim,22
27/07/2017,"3 Elm Drive, Bloomfield, Annacotty",Limerick,,"€209,784.14",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,,,,
15/09/2017,"NEWTOWNPERRY, RATHDOWNEY, LAOIS",Laois,,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
13/01/2017,"9 Elder Heath Meadow, Elder Heath, Kiltipper Road",Dublin,,"€246,696.03",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ok_mapbox_strict,53.272014,-6.380119,mapbox,24
11/04/2017,"Unit1  Block 1, New Priory",Dublin,,"€165,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ok_mapbox_strict,53.325115,-6.232523,mapbox,4
18/01/2017,"94 MOULDEN BRIDGE, RATOATH, MEATH",Meath,,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
13/02/2017,"1 CLUAIN LOINN, KELLS RD, OLDCASTLE",Meath,,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
25/01/2017,"WATERVIEW, TURLOUGHMORE, CO GALWAY",Galway,,"€111,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,,,,,
20/06/2017,"10 TRALEE MARINA, TRALEE, KERRY",Kerry,,"€39,692.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
30/06/2017,"11 CARLINN AVENUE, MULLAHARLIN ROAD, DUNDALK",Louth,,"€173,590.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,,,,,
27/04/2017,"17 CRAIGLANDS, ARDEEVIN RD, DALKEY",Dublin,,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.274089,-6.101277,mapbox,-1
11/08/2017,"NO 25 ABBERLEY SQUARE, BELGARD ROAD, TALLAGHT",Dublin,,"€108,879.04",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ok_mapbox_strict,53.287021,-6.364085,mapbox,24
25/10/2017,"12 WILDERNESS GROVE, CLONMEL, TIPPERARY",Tipperary,,"€69,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,,,,,
17/04/2017,"44 SALLINS WHARF, SALLINS, KILDARE",Kildare,,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
29/11/2017,"APT 68 DE VESCI COURT, GANDON HALL, FAIRGREEN VILLAGE  PORTLAOIS",Laois,,"€69,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
13/07/2017,"22 SUMMERCOVE, LAHINCH, CLARE",Clare,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
17/11/2017,"PULLERICK, CROOKSTOWN, CO CORK",Cork,,"€267,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
29/09/2017,"334 CAPTAINS RD, CRUMLIN, DUBLIN 12",Dublin,,"€293,200.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3203321,-6.3101860,nominatim,12
20/09/2017,"14 GOLDEN MEADOWS, CLOGHEEN, CLONAKILTY",Cork,,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
18/08/2017,"601 NEWTOWN HOUSE, HENRY ST, LIMERICK",Limerick,,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
02/05/2017,"3 HAWTHORN VIEW, CELBRIDGE, KILDARE",Kildare,,"€323,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
12/07/2017,"77 COILL CLOCHA, ORANMORE, CO GALWAY",Galway,,"€231,400.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
23/08/2017,"4 Ashfield Grove, Ridgewood, Swords",Dublin,,"€296,475.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ok_mapbox_strict,53.449848,-6.250704,mapbox,-1
26/05/2017,"14 HUNTERS WAY, CASTLEGRANGE, WATERFORD",Waterford,,"€162,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
31/10/2017,"22 BALLINCURRIG PARK, DOUGLAS RD, CORK",Cork,,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
23/08/2017,"46 ST BRENDANS PARK, TRALEE, KERRY",Kerry,,"€118,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
05/10/2017,"156 ATHLUMNEY CASTLE, NAVAN, MEATH",Meath,,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
11/04/2017,"4 aughrim place, stoneybatter, dublin 7",Dublin,,"€460,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,ok_mapbox_strict,53.353265,-6.286006,mapbox,7
04/12/2017,"9 HARBOURSIDE APTS, THE QUAY, NEWPORT",Mayo,,"€91,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
21/08/2017,"WINDYHALL, LETTERKENNY, CO DONEGAL",Donegal,,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
16/06/2017,"50 Wilkins View, Greenhills, DUBLIN 12",Dublin,,"€392,070.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ok_mapbox_strict,53.307434,-6.330684,mapbox,12
25/09/2017,"4 Greenfields, Cloonybeirne, Roscommon",Roscommon,,"€111,894.27",Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,,,,
03/03/2017,"179 KINGSBRY, MAYNOOTH, KILDARE",Kildare,,"€140,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,,,,,
06/04/2017,"26 GLENBOURNE RD, LEOPARDSTOWN VALLEY, DUBLIN 18",Dublin,,"€433,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.259326,-6.199975,mapbox,18
06/06/2017,"APT 94, THE WINDMILL, WINDMILL LANE DUBLIN 2",Dublin,,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.260831,-6.204233,mapbox,18
03/07/2017,"306 THE COURTYARD, MOUNT KENNETH, DOCK RD",Limerick,,"€64,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
31/10/2017,"6 MILL RACE PK, BALLYCLOUGH, MALLOW",Cork,,"€101,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,,,,,
03/11/2017,"206 PALMERSTOWN WOODS, CLONDALKIN, DUBLIN 22",Dublin,,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3375133,-6.3895513,nominatim,22
12/10/2017,"MULLABODEN LODGE, BALLYMORE EUSTACE, KILDARE",Kildare,,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
03/03/2017,"GRAIGUE, BALLYMACAW, WATERFORD",Waterford,,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
05/10/2017,"4 WHITE ABBEY LAWNS, KILDARE TOWN, CO. KILDARE",Kildare,,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
28/02/2017,"CLOGHERGOOLE, VIRGINIA, CAVAN",Cavan,,"€250,500.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
15/05/2017,"11 SLIABH VIEW, MOHILL, LEITRIM",Leitrim,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
20/12/2017,"GARBALLAGH, DULEEK, MEATH",Meath,,"€357,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
30/06/2017,"APT 40 TRAMWAY COURT, TALLAGHT VILLAGE, TALLAGHT",Dublin,,"€129,986.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.391391,-6.116814,mapbox,13
11/08/2017,"24 CONNOLLY AVE, TRIM RD, NAVAN",Meath,,"€157,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
09/10/2017,"APT 6, 262 NORTH CIRCULAR ROAD, DUBLIN 7",Dublin,,"€110,900.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.359039,-6.28023,mapbox,7
26/04/2017,"10 HUNTERS COURT, COOLCOTTS, WEXFORD",Wexford,,"€168,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
29/09/2017,"ROCKVIEW, HARTYS TERRACE, BALLYHEIGUE",Kerry,,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
20/09/2017,"ASHTOWN LODGE, RIVER RD, ASHTOWN DUBLIN 15",Dublin,,"€3,100,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.383267,-6.35456,mapbox,15
15/09/2017,"12 ALLENDALE CLOSE, CLONSILLA, DUBLIN 15",Dublin,,"€236,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3909329,-6.4287928,nominatim,15
11/08/2017,"13 ASHLEIGH LAWN, MALAHIDE, DUBLIN",Dublin,,"€915,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.4453173,-6.1550413,nominatim,-1
16/03/2017,"APT 16, RYE ABBEY, KILCOCK",Kildare,,"€146,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
22/03/2017,"18A UPPER, ARKLLOW, MAIN ST",Wicklow,,"€41,500.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
11/10/2017,"145 CORBAWN WOOD, SHANKILL, DUBLIN",Dublin,,"€273,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.2339803,-6.1153553,nominatim,18
19/01/2017,"5 LIMELAWN ROW, CLONSILLA RD, CLONSILLA DUBLIN 15",Dublin,,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.38359,-6.404453,mapbox,15
24/02/2017,"APARTMENT 6, SPRING RICE HOUSE, PERY SQUARE",Limerick,,"€76,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
11/10/2017,"27 GREENFORT EST, SLIGO, SLIGO",Sligo,,"€177,500.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
26/07/2017,"94 BISHOPSWATER, WEXFORD, WEXFORD",Wexford,,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
31/03/2017,"16 FINDLATERS, ST LAWRENCE, HOWTH",Dublin,,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.388436,-6.071653,mapbox,13
03/02/2017,"47 BALRATH WOOD, KELLS, MEATH",Meath,,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
23/10/2017,"1 Hunter's Green, Gorey",Wexford,,"€174,196.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,,,,
24/03/2017,"VERMOUNT, MENLOUGH, GALWAY",Galway,,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
27/10/2017,"13 ORCHARD LANE, BLACKROCK, DUBLIN",Dublin,,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.2880297,-6.1782230,nominatim,-1
22/09/2017,"26 PARKVIEW, ROBSWALL, MALAHIDE",Dublin,,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.444301,-6.135377,mapbox,-1
14/12/2017,"1892 MULLACASH MIDDLE, NAAS, CO KILDARE",Kildare,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
12/10/2017,"TOWNFIELDS, TEMPLEMORE RD, CLOUGHJORDAN",Tipperary,,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
20/12/2017,"NO 5 DUNFRILL HOUSE, CHESTNUNT ROAD, BALLYBOFEY",Donegal,,"€61,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
17/02/2017,"20 WOODS END, RIVER RD, CASTLEKNOCK DUBLIN 15",Dublin,,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.383267,-6.35456,mapbox,15
