Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,Sale Year,Sale Month
2016-12-21,"19 FAIRFIELD TERRACE, CLONAKILTY, CO CORK",Cork,,72500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12
2016-05-26,"89 HAZELWOOD, GOREY, WEXFORD",Wexford,,140000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,5
2016-12-08,"16 ELTON COURT, CASTLE PARK RD, SANDYCOVE",Dublin,,760000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12
2016-06-13,"101 FERNLEIGH DR, CARPENTERSTOWN, CASTLEKNOCK DUBLIN 15",Dublin,,225000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6
2016-01-06,"No 2 College Crescent, College Manor, Carrignafoy Cobh",Cork,,170000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,1
2016-12-16,"MULLAGH, KILSALLAGH, WESTPORT",Mayo,,127000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12
2016-01-27,"4 FARRAN STREET, OFF GERALD GRIFFIN STREET, CORK",Cork,,58500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1
2016-04-11,"33 CHRISTENDOM SQUARE, FERRYBANK, COUNTY KILKENNY",Kilkenny,,86456.75,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,4
2016-01-14,"MAIN ST, DELVIN, WESTMEATH",Westmeath,,150000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1
2016-08-26,"152 BUSHY PARK HOUSE, TEMPLEOGUE RD, TERENURE DUBLIN 6W",Dublin,,435000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8
2016-11-21,"57 PHILIPSBURGH TERRACE, MARINO, DUBLIN",Dublin,,385000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11
2016-05-12,"627 SAINT PATRICK'S PARK, CELBRIDGE, CO. KILDARE",Kildare,,160000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,5
2016-03-07,"29 MERTON HALL, MILLTOWN AVE, MOUNT ST ANNES DUBLIN 6",Dublin,,500000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3
2016-07-11,"BALLYFREE COTTAGE, BALLYFREE, GLENEALY",Wicklow,,145000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7
2016-12-14,"14 KILLAHA COURT, KILLARNEY, KERRY",Kerry,,85000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12
2016-05-26,"THE COTTAGE, MAIN ST, TRAMORE",Waterford,,30000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,5
2016-09-01,"13 NORTHUMBERLAND COURT, NORTHUMBERLAND RD, BALLSBRIDGE DUBLIN 4",Dublin,,505000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9
2016-04-29,"4 BLACKHALL PLACE, DUBLIN 7",Dublin,,235000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4
2016-12-19,"Binary Hub  Roe's Lane, Bonham Street",Dublin,,69208163.0,No,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,2016,12
2016-12-16,"MARINERS COURT, APT 4, DUBLIN RD DUBLIN 13",Dublin,,296000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12
2016-05-06,"Apt 98 Leas na Mara, Ballymoneen Road, Galway",Galway,,98268.74,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,5
2016-04-22,"8 CAMERON SQ, KILMAINHAM, DUBLIN 8",Dublin,,430000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4
2016-10-17,"9 Sion Hill Park, Sion Hill Road, Drumcondra",Dublin,,427312.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,10
2016-03-24,"19 BROOKFIELD, ANGLESEA RD, BALLSBRIDGE",Dublin,,315000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3
2016-09-29,"19 THE PADDOCKS, CASTLEREDMOND, MIDLETON",Cork,,275000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9
2016-08-25,"3 THE HELVIC, THE HEADLANDS, SARSFIELD RD",Cork,,133500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8
2016-07-28,"DANCER COTTAGE, CURRAGHMORE, BORRISOKANE",Tipperary,,250000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7
2016-04-08,"15 SPRINGFIELD DR, TEMPLEOGUE, DUBLIN 6W",Dublin,,375000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2016,4
2016-06-15,"128 PRIORY LODGE, ST RAPHAELS MANOR, CELBRIDGE",Kildare,,213000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6
2016-04-06,"78 THE OLD MILL, RATOATH, MEATH",Meath,,420000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4
2016-01-15,"48 RIVER VALLEY, SWORDS, CO. DUBLIN",Dublin,,330000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1
2016-07-28,"24 KENILWORTH LANE WEST, RATHGAR, DUBLIN 6",Dublin,,562000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7
2016-11-04,"8 COIS TRA, KILBUSH, RUSH",Dublin,,280000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11
2016-06-02,"25 DROMORE DRIVE, MALLOW, COUNTY CORK",Cork,,110000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6
2016-06-07,"166 ROBERTS HILL, CIRCULAR RD, KILKENNY",Kilkenny,,146000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6
2016-05-06,"12 Hayfield, Straffan Road, MAYNOOTH",Kildare,,220264.31,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,5
2016-10-17,"APT 3, 18 POPES QUAY, CORK",Cork,,100000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10
2016-10-28,"34 KNOCKMORE RD, ARKLOW, WICKLOW",Wicklow,,230000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10
2016-08-19,"86 KNOCKAPHUNTA PARK, WESTPORT ROAD, CASTLEBAR",Mayo,,95000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8
2016-04-05,"APARTMENT 10, SUMMERLAND HOUSE, MORRISON'S QUAY",Waterford,,45000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4
2016-10-19,"2 THE CLOSE, INSE BAY, LAYTOWN",Meath,,370000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10
2016-10-10,"NO 3 BISHOPS COURT, BISHOPS LANE, KILLARNEY",Kerry,,90000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10
2016-09-29,"10 Usher Park, Knocksedan Demesne, Swords",Dublin,,340380.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,9
2016-07-21,"43 RIBH ROAD, ARTANE, DUBLIN 5",Dublin,,200000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7
2016-01-05,"35 POLEBERRY, WATERFORD, WATERFORD",Waterford,,62000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1
2016-02-10,"131 THE ISLAND, CHAPELIZOD, DUBLIN 20",Dublin,,183500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2
2016-03-04,"64 MILLRACE ROAD, PHOENIX PARK RACECOURSE, CASTLEKNOCK",Dublin,,271000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3
2016-10-26,"13A The Mews, Ballywaltrim Cottages, Bray",Wicklow,,291500.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,10
2016-06-22,"CAPPAGH, KILCONNELL, BALLINASLOE",Galway,,143000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6
2016-02-17,"209 Llandaff Terrace, Merrion Road",Dublin,,362180.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2
2016-12-23,"278 Beechpark, Leixlip, Co. Kildare",Kildare,,281938.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,12
2016-11-18,"1 DRUMNANARRAGH POLES, CAVAN, CAVAN",Cavan,,170000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11
2016-04-18,"40 COLLEGE HILL, MULLINGAR, WESTMEATH",Westmeath,,195000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4
2016-02-18,"87 Browneshill Wood, Carlow",Carlow,,169163.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,2
2016-03-23,"DROMERK, DUNMANWAY, CORK",Cork,,117500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3
2016-06-03,"408 RICHMOND COURT, MOUNT KENNETH, DOCK RD",Limerick,,49000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6
2016-07-15,"17 LYONS AVE, SOUTH NEWCASTLE, DUBLIN",Dublin,,180000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7
2016-06-03,"Apartment No 13  Sundayswell, Bracken Park  Carpenterstown Road, Castleknock",Dublin,,281938.32,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,6
2016-12-09,"16 THE GRANGE, DUNNINGSTOWN RD, KILKENNY",Kilkenny,,250000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12
2016-04-15,"GARYMORE, MOUNTMELLICK, CO LAOIS",Laois,,45000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4
2016-10-12,"PARK, CLOUGHJORDAN, CO TIPPERARY",Tipperary,,85000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10
2016-03-16,"6 LIMEGROVE MANOR, KILNACLOY, MONAGHAN",Monaghan,,30358.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3
2016-05-06,"2 Anne Terrace, New Street, Limerick",Limerick,,100000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,5
2016-11-04,"LAKE VIEW, CARAGH LAKE, KILLORGLIN",Kerry,,865000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11
2016-11-03,"34 THE MAPLES, LISMONAGHAN, LETTERKENNY",Donegal,,148000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11
2016-11-17,"83 DEERPARK, ASHBOURNE, MEATH",Meath,,275000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11
2016-03-14,"14 Atkinson Drive, Belmont, Aikens Village",Dublin,,405000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,3
2016-06-09,"147 SWORDS RD, WHITEHALL, DUBLIN 9",Dublin,,475000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6
2016-10-28,"53 THE MILL, BALTINGLASS, WICKLOW",Wicklow,,116000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10
2016-05-10,"115 SEASON PARK, NEWTOWN, MOUNTKENNEDY",Wicklow,,245000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,5
2016-06-07,"THE THATCH COTTAGE, SKERRIES RD, RUSH",Dublin,,66000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6
2016-06-23,"GALTYMORE, ELLANMEEN, TIPPERARY",Tipperary,,40000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6
2016-06-29,"KILLASPUGLONANE, LAHINCH, CLARE",Clare,,170000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6
2016-07-13,"DUNISKY, LISSARDA, CORK",Cork,,285000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7
2016-03-10,"Newton Oak, Carradoan, Rathmullan",Donegal,,140000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3
2016-03-29,"TOUGHER ROAD, ROBERTSTOWN, NAAS",Kildare,,375000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3
2016-03-21,"13 Pairc na hAbhainn, Gortnahown, Athenry",Galway,,150000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,3
2016-01-29,"23 MORENO, ARCADIA, ATHLONE",Westmeath,,235000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1
2016-07-20,"97 DUNARUS, BISHOP O DONNELL RD, GALWAY",Galway,,150000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7
2016-03-16,"705 BROOKFIELD HALL, CASTLETROY, LIMERICK",Limerick,,41694.44,No,No,Second-Hand Dwelling house /Apartment,,2016,3
2016-03-07,"1 BROOKSIDE COTTAGE, EASTPORT, BALLYSHANNON",Donegal,,45000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3
2016-08-31,"13 RECTORY MEADOWS, EDENDERRY, OFFALY",Offaly,,210000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8
2016-07-25,"HILL VIEW, ROCK CROSS, FARNHAM RD",Cavan,,220000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7
2016-05-20,"SPRINGFIELD, KNOCKAVEALE, BANDON",Cork,,545000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,5
2016-12-02,"COTTAGE HOUSE, DIZUM, MONAGHAN",Monaghan,,85000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12
2016-07-07,"ROCKVILLE APARTMENTS, SANDYFORD RD, DUNDRUM DUBLIN 16",Dublin,,1677185.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7
2016-05-20,"133 RIVERCHAPEL VIEW, RIVERCHAPEL, COURTOWN",Wexford,,82500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,5
2016-03-23,"APARTMENT 1, FITZS CROSS, DOOLIN",Clare,,50000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3
2016-06-27,"SUNDRIVE RD, RUSH, DUBLIN",Dublin,,445000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6
2016-08-29,"30 THE DECK, MARKET POINT, MULLINGAR",Westmeath,,90000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8
2016-07-18,"7 WILLOWMERE, BRAY, COUNTY WICKLOW",Wicklow,,325000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7
2016-02-22,"77 SLANEY VIEW PARK, ENNISCORTHY, CO WEXFORD",Wexford,,80000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2
2016-11-10,"2 SEANAMHUILEANN & ORS, LADYSWELL, NORTH CITY LINK RD",Cork,,3203134.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11
2016-06-10,"LURGANGREEN, DUNDALK, CO LOUTH",Louth,,10000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6
2016-03-23,"SHANAKIEL, RATHCOOLE, MALLOW",Cork,,18000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3
2016-09-01,"54 ROSE PARK, KILL AVE, DUN LAOGHAIRE",Dublin,,450000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9
2016-07-26,"CAHERMORRIS, CORRANDULLA, CO GALWAY",Galway,,80000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7
2016-12-07,"28 SARSFIELD ST, NENAGH, CO TIPPERARY",Tipperary,,125000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12
2016-12-12,"SHANAVALLY, RIVERSTICK, CORK",Cork,,50000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2016,12
2016-09-22,"29 WHEATLEY HILLS, BROOMFIELD VILLAGE, MIDLETON",Cork,,278000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9
2016-06-09,"CLOGHAUNBEG, KILCLOGHER, CO CLARE",Clare,,70000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6
2016-06-28,"5 Warren Close, Boyle",Roscommon,,50000.0,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,2016,6
2016-05-20,"APT 144 BLOCK 7, SEAMOUNT, MOUNT MERRION",Dublin,,320000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,5
2016-08-19,"24 DARGAN ST, BRAY, WICKLOW",Wicklow,,160000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8
2016-12-19,"43 Hillview, Creggaun na Hilla, Clarecastle",Clare,,167400.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,12
2016-04-15,"42 OWENDOHER LODGE, BALLYBODEN RD, RATHFARNHAM DUBLIN 16",Dublin,,350000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4
2016-08-19,"2A BRAEMOR AVE, BRAEMOR RD, CHURCHTOWN DUBLIN 14",Dublin,,575000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8
2016-07-27,"42 GLENWOOD PARK, LETTERKENNY, COUNTY DONEGAL",Donegal,,60500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7
2016-11-01,"11 THE POPLARS, KILLESHIN RD, CARLOW",Carlow,,150000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11
2016-06-07,"6 CAIRNS ROAD, SLIGO, CO. SLIGO",Sligo,,125000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6
2016-07-13,"32 Longview Avenue, Millers Glen, Swords",Dublin,,266617.84,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,7
2016-08-26,"32 LISSANISKA, LAHINCH RD, ENNIS",Clare,,75000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8
2016-10-03,"CLONARD, REDBARN STRAND, YOUGHAL",Cork,,145000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10
2016-09-23,"18 HOLYWELL DR, SEA RD, KILCOOLE",Wicklow,,395000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9
2016-03-24,"12 Edenwood, Kilmainhamwood, Kells",Meath,,125000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3
2016-07-22,"8 Hollywoodrath Avenue, Hollystown",Dublin,,285000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,7
2016-02-19,"22 PROSPECT MEADOWS, STOCKING LANE, RATHFARNHAM DUBLIN 16",Dublin,,500000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2
2016-12-22,"5 Radharc Na Siuire, Knockboy",Waterford,,159566.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,12
2016-12-16,"44 Chestnut Drive, Fruithill Manor, Graiguecullen",Laois,,154185.02,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,12
2016-02-10,"Rock Vale House, Lower Coolroe, Ballincollig",Cork,,595000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2
2016-08-04,"24 THE PARK, CLONATTIN VILLAGE, GOREY",Wexford,,133500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8
2016-12-20,"Apartment 91, Hampton Wood Avenue, Hampton Wood  Finglas",Dublin,,151000.0,Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,12
2016-12-19,"26 LEICNIN VILLAGE, TURLOUGH, CASTLEBAR",Mayo,,180000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12
2016-12-22,"1 LOWER ST JOSEPHS TERRACE, ATHY, COUNTY KILDARE",Kerry,,65000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12
2016-10-04,"3 PINE CRESCENT, DRUMGOLA WOOD, CAVAN",Cavan,,210000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10
2016-12-19,"47 ASHLEY HALL, ST EDMUND'S, PALMERSTOWN",Dublin,,191000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12
2016-12-20,"2 DERAVARRA, DELVIN ROAD, MULLINGAR",Westmeath,,100500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12
2016-01-11,"1761 PAIRC MHUIRE, NEWBRIDGE, KILDARE",Kildare,,52500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1
2016-12-16,"72 KIRWAN ST COTTAGES, MANOR ST, DUBLIN 7",Dublin,,170000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12
2016-08-31,"DRUMNAVANNAGH, CAVAN, CAVAN",Cavan,,145000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8
2016-09-16,"54 INISCEALTRA, BALLINA, TIPPERARY",Tipperary,,300000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9
2016-10-13,"3 GREENMOUNT VILLAS, GREENMOUNT, CORK",Cork,,190000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10
2016-11-18,"6 LEESON COURT, LEESON ST UPPER, DUBLIN 4",Dublin,,333332.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11
2016-01-27,"APT 38, STRAWBERRY HILL, WATERFORD",Waterford,,54000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1
2016-12-19,"4 ASHLEY HALL, ST EDMUND'S, PALMERSTOWN",Dublin,,191000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12
2016-07-15,"48 ROSSMOR, PONTOON RD, CASTLEBAR",Mayo,,110000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7
2016-09-02,"ABBEYFEALE HILL, ABBEYFEALE, LIMERICK",Limerick,,225000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9
2016-09-29,"3 Barnwell Square West, Barnwell Square, Hansfield",Dublin,,237885.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,9
2016-04-27,"Apartment 27, Jolly Mariner, Athlone",Westmeath,,87224.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,4
2016-03-04,"4 Glin Park, Coolock, Dublin 17",Dublin,,190000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3
2016-01-08,"4 CLOUNALOUR MEWS, OAKPARK, TRALEE",Kerry,,145000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1
2016-06-23,"41 ST JOSEPHS PARK, NENAGH, COUNTY TIPPERARY",Tipperary,,40000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6
2016-01-25,"CASTLEREA ROAD, BALLAGHADERREEN, CO ROSCOMMON",Roscommon,,55000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1
2016-08-12,"FRIARSTOWN, GRANGE, KILMALLOCK",Limerick,,250750.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8
2016-12-19,"25 ASHLEY HALL, ST EDMUND'S, PALMERSTOWN",Dublin,,191000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12
2016-07-14,"2 MAIN STREET, MYSHALL, CO CARLOW",Carlow,,105000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2016,7
2016-03-11,"70 FANCOURT HEIGHTS, BALBRIGGAN, COUNTY DUBLIN",Dublin,,170000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3
2016-11-11,"117 ST WOLSTANS ABBEY, HAZELHATCH RD, CELLBRIDGE",Kildare,,235000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11
2016-01-28,"9 RIVERSIDE, MAIN ST, BALLINAMORE",Leitrim,,37500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1
2016-05-10,"BALLYGUNNERMORE, GRANTSTOWN, WATERFORD CITY",Waterford,,122000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,5
2016-07-12,"BALLYMACKESSY, CLONROCHE, ENNISCORTHY",Wexford,,170000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7
2016-12-12,"26 ST ASSAMS AVE, RAHENY, DUBLIN 5",Dublin,,512000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12
2016-05-12,"51 FRIARS WALK, DUNMORE, GALWAY",Galway,,85000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,5
2016-12-23,"22 RIVER LANE, ROCHFORD MANOR, TRIM",Meath,,185000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12
2016-08-31,"BLOCK L NO.12, TENNIS VILLAGE, MODEL FARM RD",Cork,,120000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8
2016-01-05,"24 VILLAGE COURT, UPPER PATRICK ST, KILKENNY",Kilkenny,,52864.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1
2016-12-15,"APT 104 B1 THE LINKS, BEACON SOUTH QUARTER, SANDYFORD DUBLIN 18",Dublin,,320000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12
2016-06-03,"28 BELVEDERE HILLS, MULLINGAR, WESTMEATH",Westmeath,,155000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6
2016-06-15,"19 HARBOUR COURT, FRIARS MILL ROAD, MULLINGAR",Westmeath,,50000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6
2016-10-21,"7 FOSTER CLOSE, ARDEE, LOUTH",Louth,,113000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2016,10
2016-12-07,"13 Olive Close, Fruithill Manor, Graiguecullen",Laois,,127753.3,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,12
2016-02-19,"215 BELLEVUE, ISLANDBRIDGE, DUBLIN",Dublin,,240000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2
2016-11-02,"14 WILLOW WAY, PRIMROSE WAY, CELBRIDGE",Kildare,,235000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11
2016-09-14,"9 OLD BAWN CLOSE, TALLAGHT, DUBLIN 24",Dublin,,292000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9
2016-07-08,"106A SPIDDAL RD, BALLFERMOT, DUBLIN 10",Dublin,,55500.0,No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,7
2016-04-18,"25 CASTLEVIEW, RAPHOE, DONEGAL",Donegal,,67500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4
2016-11-28,"25 BREMORE PASTURES Drive, HAMLET LANE, BALBRIGGAN",Dublin,,138000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11
2016-10-20,"2 MC LYNN TERRACE, PEARSE ROAD, SLIGO",Sligo,,42000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10
2016-12-19,"CARRICAIL, CARRICKMINES, DUBLIN",Dublin,,1140596.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12
2016-05-26,"3 MEADOW WAY, HARTSTOWN, CLONSILLA DUBLIN 15",Dublin,,210000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,5
2016-09-01,"20 BEECHGROVE, JOHNSTOWN WOOD, NAVAN",Meath,,210000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9
2016-12-16,"2 CHURCH ST LOWER, YOUGHAL, CORK",Cork,,50000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12
